numero,type,soustype,adresse,code_postal,ville,arrondissement,conseilquartier,datedecl,anneedecl,moisdecl,prefixe,intervenant,id_dmr,geo_shape,geo_point_2d,mois_annee_decla
26116,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Autre mobilier urbain tagué ou affiché","112 Rue Marcadet, 75018 PARIS",75018,Paris 18,18,CLIGNANCOURT - JULES JOFFRIN,2024-02-09,2024,2,Android,graffitis,G2024B026116,"{'type': 'Feature', 'geometry': {'coordinates': [2.341764211580384, 48.89134597681955], 'type': 'Point'}, 'properties': {}}","{'lon': 2.341764211580384, 'lat': 48.89134597681955}",2024-02
41400,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Autre mobilier urbain tagué ou affiché","1 Place Jacques Bainville, 75007 PARIS",75007,Paris 07,7,INVALIDES,2024-03-13,2024,3,Android,graffitis,G2024C041400,"{'type': 'Feature', 'geometry': {'coordinates': [2.322677135025952, 48.85880279476504], 'type': 'Point'}, 'properties': {}}","{'lon': 2.322677135025952, 'lat': 48.85880279476504}",2024-03
31297,"Graffitis, tags, affiches et autocollants","Graffitis et autocollants sur mur, façade sur rue, pont et descente d'eau pluviale","2 Passage des Petites Écuries, 75010 PARIS",75010,Paris 10,10,PORTE SAINT-DENIS - PARADIS,2024-05-12,2024,5,IOPage DMR Paris.fr application,graffitis,A2024E031297,"{'type': 'Feature', 'geometry': {'coordinates': [2.352439164461569, 48.87340164078008], 'type': 'Point'}, 'properties': {}}","{'lon': 2.352439164461569, 'lat': 48.87340164078008}",2024-05
82097,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : [] Autocollants ou graffitis sur autres supports à analyser par la DT","20 Avenue Parmentier, 75011 PARIS",75011,Paris 11,11,LEON BLUM - FOLIE-REGNAULT,2024-03-23,2024,3,Android,DPE-STPP-DT,G2024C082097,"{'type': 'Feature', 'geometry': {'coordinates': [2.3789494033885297, 48.860115050195326], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3789494033885297, 'lat': 48.860115050195326}",2024-03
30548,"Graffitis, tags, affiches et autocollants","[réservé agents DPE-STPP] Affiches sur mur, façade sur rue, pont (surface supérieure à 1 m²)","158 Rue Raymond Losserand, 75014 PARIS",75014,Paris 14,14,DIDOT - PORTE DE VANVES,2024-01-12,2024,1,Android,DPE-STPP-Fonctionnelle,G2024A030548,"{'type': 'Feature', 'geometry': {'coordinates': [2.311300992484017, 48.83056259021823], 'type': 'Point'}, 'properties': {}}","{'lon': 2.311300992484017, 'lat': 48.83056259021823}",2024-01
32663,Propreté,[] Patrouille propreté DT,"3 Avenue du Général Tripier, 75007 PARIS",75007,Paris 07,7,GROS CAILLOU,2024-05-13,2024,5,Android,DPE-STPP-DT,G2024E032663,"{'type': 'Feature', 'geometry': {'coordinates': [2.29625558862392, 48.85453796310935], 'type': 'Point'}, 'properties': {}}","{'lon': 2.29625558862392, 'lat': 48.85453796310935}",2024-05
18004,"Graffitis, tags, affiches et autocollants",[réservé agents DPE-FONCTIONNELLE] traitement d'un support en faïence ou en verre,"Jardin partagé Marcadet Montcalm Rue Montcalm, 75018 PARIS",75018,Paris 18,18,CLIGNANCOURT - JULES JOFFRIN,2024-03-07,2024,3,Android,DPE-STPP-Fonctionnelle,G2024C018004,"{'type': 'Feature', 'geometry': {'coordinates': [2.3355016713090815, 48.89175033477808], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3355016713090815, 'lat': 48.89175033477808}",2024-03
2344,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Autre mobilier urbain tagué ou affiché","6 Rue de la Chine, 75020 PARIS",75020,Paris 20,20,GAMBETTA,2024-01-02,2024,1,Android,graffitis,G2024A002344,"{'type': 'Feature', 'geometry': {'coordinates': [2.400043010916872, 48.86654281548034], 'type': 'Point'}, 'properties': {}}","{'lon': 2.400043010916872, 'lat': 48.86654281548034}",2024-01
41822,"Graffitis, tags, affiches et autocollants","Graffitis et autocollants sur mur, façade sur rue, pont et descente d'eau pluviale","1 Rue de la Fidélité, 75010 PARIS",75010,Paris 10,10,PORTE SAINT-DENIS - PARADIS,2024-04-14,2024,4,IOPage DMR Paris.fr application,graffitis,A2024D041822,"{'type': 'Feature', 'geometry': {'coordinates': [2.3568134314632188, 48.87453460578018], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3568134314632188, 'lat': 48.87453460578018}",2024-04
44856,Propreté,Épanchement d'urine,"81 rue du Mont Cenis, 75018 PARIS",75018,Paris 18,18,CLIGNANCOURT - JULES JOFFRIN,2024-05-17,2024,5,Page DMR Paris.fr,DPE-STPP-DT,S2024E044856,"{'type': 'Feature', 'geometry': {'coordinates': [2.344372510865527, 48.892829894089154], 'type': 'Point'}, 'properties': {}}","{'lon': 2.344372510865527, 'lat': 48.892829894089154}",2024-05
9249,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Autre mobilier urbain tagué ou affiché","95 Rue Alexandre Dumas, 75020 PARIS",75020,Paris 20,20,REUNION - PERE LACHAISE,2024-03-04,2024,3,Android,graffitis,G2024C009249,"{'type': 'Feature', 'geometry': {'coordinates': [2.3997807502575585, 48.85538864029681], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3997807502575585, 'lat': 48.85538864029681}",2024-03
49309,"Graffitis, tags, affiches et autocollants","Graffitis et autocollants sur mur, façade sur rue, pont et descente d'eau pluviale","61 Rue Piat, 75020 PARIS",75020,Paris 20,20,BELLEVILLE,2024-05-18,2024,5,Android,graffitis,G2024E049309,"{'type': 'Feature', 'geometry': {'coordinates': [2.383244514812062, 48.87326812666499], 'type': 'Point'}, 'properties': {}}","{'lon': 2.383244514812062, 'lat': 48.87326812666499}",2024-05
49344,Activités commerciales et professionnelles,Étalages et terrasses à usage commercial : Gêne à la circulation / Étalage excessif,"38 Rue Lucien Sampaix, 75010 PARIS",75010,Paris 10,10,CHATEAU D'EAU - LANCRY,2024-05-18,2024,5,IOPage DMR Paris.fr application,DPMP-Divisions,A2024E049344,"{'type': 'Feature', 'geometry': {'coordinates': [2.3616609580009014, 48.8732452386328], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3616609580009014, 'lat': 48.8732452386328}",2024-05
38786,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Autre mobilier urbain tagué ou affiché","17 Rue Edouard Manet, 75013 PARIS",75013,Paris 13,13,SALPETRIERE - AUSTERLITZ,2024-05-15,2024,5,Android,graffitis,G2024E038786,"{'type': 'Feature', 'geometry': {'coordinates': [2.357262372868922, 48.833026884967346], 'type': 'Point'}, 'properties': {}}","{'lon': 2.357262372868922, 'lat': 48.833026884967346}",2024-05
77048,"Autos, motos, vélos, trottinettes...",[] Deux-roues motorisé en stationnement gênant U2,"45 Avenue de la République, 75011 PARIS",75011,Paris 11,11,BELLEVILLE - SAINT-MAUR,2024-04-26,2024,4,IOPage DMR Paris.fr application,DPMP-Divisions,A2024D077048,"{'type': 'Feature', 'geometry': {'coordinates': [2.376053810713823, 48.86492538323725], 'type': 'Point'}, 'properties': {}}","{'lon': 2.376053810713823, 'lat': 48.86492538323725}",2024-04
62338,Propreté,[] Patrouille propreté Fonctionnelle,"2 Rue de la Montagne de la Fage, 75015 PARIS",75015,Paris 15,15,CITROEN - BOUCICAUT,2024-05-23,2024,5,Android,DPE-STPP-Fonctionnelle,G2024E062338,"{'type': 'Feature', 'geometry': {'coordinates': [2.276968956133164, 48.83996963369942], 'type': 'Point'}, 'properties': {}}","{'lon': 2.276968956133164, 'lat': 48.83996963369942}",2024-05
54614,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Autre mobilier urbain tagué ou affiché","7 Rue Aristide Maillol, 75015 PARIS",75015,Paris 15,15,PASTEUR - MONTPARNASSE,2024-01-22,2024,1,Android,graffitis,G2024A054614,"{'type': 'Feature', 'geometry': {'coordinates': [2.3118832107296505, 48.837718962947434], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3118832107296505, 'lat': 48.837718962947434}",2024-01
46206,Voirie et espace public,Panneaux routiers : Panneau endommagé,"18 Rue Gustave Charpentier, 75017 PARIS",75017,Paris 17,17,TERNES - MAILLOT,2024-03-14,2024,3,IOPage DMR Paris.fr application,DVD,A2024C046206,"{'type': 'Feature', 'geometry': {'coordinates': [2.2806770805173007, 48.88040542469758], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2806770805173007, 'lat': 48.88040542469758}",2024-03
41596,Propreté,Déchets et/ou salissures divers,"8 Rue Raymond Pitet, 75017 PARIS",75017,Paris 17,17,CHAMPERRET - BERTHIER,2024-05-16,2024,5,Android,DPE-STPP-DT,G2024E041596,"{'type': 'Feature', 'geometry': {'coordinates': [2.2967808247606087, 48.89011764475333], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2967808247606087, 'lat': 48.89011764475333}",2024-05
13260,"Graffitis, tags, affiches et autocollants","[réservé agents DPE-STPP] Affiches agrafées, scotchée ou attachées","15 Avenue Claude Vellefaux, 75010 PARIS",75010,Paris 10,10,FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,2024-02-05,2024,2,Android,DPE-STPP-DT,G2024B013260,"{'type': 'Feature', 'geometry': {'coordinates': [2.3701267247505764, 48.87513732845354], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3701267247505764, 'lat': 48.87513732845354}",2024-02
46557,Voirie et espace public,Chantier : Incohérence d'informations chantier,"26 Villa Croix Nivert, 75015 PARIS",75015,Paris 15,15,CAMBRONNE - GARIBALDI,2024-05-17,2024,5,IOPage DMR Paris.fr application,DVD,A2024E046557,"{'type': 'Feature', 'geometry': {'coordinates': [2.3009591096686393, 48.84527206311455], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3009591096686393, 'lat': 48.84527206311455}",2024-05
53450,"Arbres, végétaux et animaux",Herbes éparses,"1 Place du Docteur Yersin, 75013 PARIS",75013,Paris 13,13,MASSENA - JEANNE D'ARC,2024-05-20,2024,5,IOPage DMR Paris.fr application,DPE-STPP-DT,A2024E053450,"{'type': 'Feature', 'geometry': {'coordinates': [2.3724544045703735, 48.82048797482463], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3724544045703735, 'lat': 48.82048797482463}",2024-05
63370,Propreté,Propreté des équipements de collecte des déchets : Poubelle de rue sale ou débordante,"36 Rue du Faubourg Poissonnière, 75010 PARIS",75010,Paris 10,10,PORTE SAINT-DENIS - PARADIS,2024-04-22,2024,4,Android,DPE-STPP-DT,G2024D063370,"{'type': 'Feature', 'geometry': {'coordinates': [2.348025798797515, 48.87352371143423], 'type': 'Point'}, 'properties': {}}","{'lon': 2.348025798797515, 'lat': 48.87352371143423}",2024-04
51305,Mobiliers urbains,Autres : Autre mobilier urbain détérioré,"88 Route de la Pyramide, 75012 PARIS",75012,Paris 12,12,BEL - AIR SUD,2024-05-19,2024,5,Android,DEVE,G2024E051305,"{'type': 'Feature', 'geometry': {'coordinates': [2.4437940116072707, 48.83576202280153], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4437940116072707, 'lat': 48.83576202280153}",2024-05
77688,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Autre mobilier urbain tagué ou affiché","80 boulevard Ornano, 75018 PARIS",75018,Paris 18,18,AMIRAUX - SIMPLON - POISSONNIERS,2024-05-28,2024,5,Back Office,graffitis,B2024E077688,"{'type': 'Feature', 'geometry': {'coordinates': [2.345264196856954, 48.89714813158623], 'type': 'Point'}, 'properties': {}}","{'lon': 2.345264196856954, 'lat': 48.89714813158623}",2024-05
60115,"Autos, motos, vélos, trottinettes...",[] Deux-roues motorisé en stationnement gênant U2,"27 Rue d'Alsace, 75010 PARIS",75010,Paris 10,10,SAINT - VINCENT DE PAUL - LARIBOISIERE,2024-05-22,2024,5,IOPage DMR Paris.fr application,DPMP-Divisions,A2024E060115,"{'type': 'Feature', 'geometry': {'coordinates': [2.3583083157400924, 48.878181456653266], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3583083157400924, 'lat': 48.878181456653266}",2024-05
75966,"Graffitis, tags, affiches et autocollants",[réservé agents DPE-STPP] Affiches A4 ou A3 à traiter par la DT,"5 Place Adolphe Max, 75009 PARIS",75009,Paris 09,9,BLANCHE - TRINITE,2024-05-28,2024,5,Android,DPE-STPP-DT,G2024E075966,"{'type': 'Feature', 'geometry': {'coordinates': [2.329678058380312, 48.882984160803495], 'type': 'Point'}, 'properties': {}}","{'lon': 2.329678058380312, 'lat': 48.882984160803495}",2024-05
36562,Propreté,[] Patrouille propreté Fonctionnelle,"8 Rue Pierre Bayle, 75020 PARIS",75020,Paris 20,20,REUNION - PERE LACHAISE,2024-05-14,2024,5,Android,DPE-STPP-Fonctionnelle,G2024E036562,"{'type': 'Feature', 'geometry': {'coordinates': [2.390544891956086, 48.85873794472003], 'type': 'Point'}, 'properties': {}}","{'lon': 2.390544891956086, 'lat': 48.85873794472003}",2024-05
43771,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Autre mobilier urbain tagué ou affiché","1 passage de la Frm Saint-Lazare, 75010 PARIS",75010,Paris 10,10,PORTE SAINT-DENIS - PARADIS,2024-03-14,2024,3,Android,graffitis,G2024C043771,"{'type': 'Feature', 'geometry': {'coordinates': [2.3554275033317382, 48.87653732231602], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3554275033317382, 'lat': 48.87653732231602}",2024-03
61552,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Autre mobilier urbain tagué ou affiché","64 Boulevard Saint-Marcel, 75005 PARIS",75005,Paris 05,5,JARDIN DES PLANTES,2024-01-24,2024,1,Android,graffitis,G2024A061552,"{'type': 'Feature', 'geometry': {'coordinates': [2.3551595216404353, 48.838008880130545], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3551595216404353, 'lat': 48.838008880130545}",2024-01
4317,"Graffitis, tags, affiches et autocollants",Graffitis sur rideau métallique,"123 Rue de Vaugirard, 75015 PARIS",75015,Paris 15,15,PASTEUR - MONTPARNASSE,2024-06-02,2024,6,IOPage DMR Paris.fr application,DPE-STPP-DT,A2024F004317,"{'type': 'Feature', 'geometry': {'coordinates': [2.3186323647464753, 48.8446540826183], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3186323647464753, 'lat': 48.8446540826183}",2024-06
5450,Objets abandonnés,[] A requalifier de ramen,"5 Rue Coustou, 75018 PARIS",75018,Paris 18,18,MONTMARTRE,2024-05-02,2024,5,IOPage DMR Paris.fr application,DPE-STPP-DT,A2024E005450,"{'type': 'Feature', 'geometry': {'coordinates': [2.334057093340741, 48.88384246698277], 'type': 'Point'}, 'properties': {}}","{'lon': 2.334057093340741, 'lat': 48.88384246698277}",2024-05
45355,"Autos, motos, vélos, trottinettes...",[] Automobile ou autre véhicule motorisé en stationnement gênant U2,"27 Rue de la Gare de Reuilly, 75012 PARIS",75012,Paris 12,12,NATION - PICPUS,2024-03-14,2024,3,Android,DPMP-Divisions,G2024C045355,"{'type': 'Feature', 'geometry': {'coordinates': [2.395277500460207, 48.841773985769464], 'type': 'Point'}, 'properties': {}}","{'lon': 2.395277500460207, 'lat': 48.841773985769464}",2024-03
3169,Propreté,[] Patrouille propreté DT,"32 avenue de la Bourdonnais, 75007 PARIS",75007,Paris 07,7,GROS CAILLOU,2024-05-02,2024,5,Android,DPE-STPP-DT,G2024E003169,"{'type': 'Feature', 'geometry': {'coordinates': [2.2990095609189396, 48.858222960825614], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2990095609189396, 'lat': 48.858222960825614}",2024-05
9032,Propreté,Propreté des équipements de collecte des déchets : Poubelle de rue sale ou débordante,"114 Avenue de Suffren, 75015 PARIS",75015,Paris 15,15,CAMBRONNE - GARIBALDI,2024-05-03,2024,5,IOPage DMR Paris.fr application,DPE-STPP-DT,A2024E009032,"{'type': 'Feature', 'geometry': {'coordinates': [2.304625511308453, 48.84856033257124], 'type': 'Point'}, 'properties': {}}","{'lon': 2.304625511308453, 'lat': 48.84856033257124}",2024-05
7439,Propreté,Déchets et/ou salissures divers,"17 Rue Lemercier, 75017 PARIS",75017,Paris 17,17,BATIGNOLLES - CARDINET,2024-03-03,2024,3,Android,DPE-STPP-DT,G2024C007439,"{'type': 'Feature', 'geometry': {'coordinates': [2.3242030141568404, 48.88602447433327], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3242030141568404, 'lat': 48.88602447433327}",2024-03
53042,Objets abandonnés,Cartons ou sacs de déchets ménagers,"68 Rue d'Hauteville, 75010 PARIS",75010,Paris 10,10,PORTE SAINT-DENIS - PARADIS,2024-05-20,2024,5,IOPage DMR Paris.fr application,DPE-STPP-DT,A2024E053042,"{'type': 'Feature', 'geometry': {'coordinates': [2.3510642057021442, 48.87557220390998], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3510642057021442, 'lat': 48.87557220390998}",2024-05
25633,"Graffitis, tags, affiches et autocollants",[réservé agents DPE-STPP] Affiches A4 ou A3 à traiter par la DT,"40 Rue Pajol, 75018 PARIS",75018,Paris 18,18,LA CHAPELLE - MARX DORMOY,2024-05-10,2024,5,IOPage DMR Paris.fr application,DPE-STPP-DT,A2024E025633,"{'type': 'Feature', 'geometry': {'coordinates': [2.363220691290679, 48.89078521675875], 'type': 'Point'}, 'properties': {}}","{'lon': 2.363220691290679, 'lat': 48.89078521675875}",2024-05
85751,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Panneau routier ou signalétique","1 Rue de l'Échiquier, 75010 PARIS",75010,Paris 10,10,PORTE SAINT-DENIS - PARADIS,2024-03-24,2024,3,IOPage DMR Paris.fr application,graffitis,A2024C085751,"{'type': 'Feature', 'geometry': {'coordinates': [2.3530347347618816, 48.870990752678466], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3530347347618816, 'lat': 48.870990752678466}",2024-03
60678,"Arbres, végétaux et animaux",Autres problèmes d'animaux et d'insectes : Présence d'un animal mort,"5 Passage Saint-Michel, 75017 PARIS",75017,Paris 17,17,LA FOURCHE - GUY MOQUET,2024-05-22,2024,5,IOPage DMR Paris.fr application,DPE-STPP-DT,A2024E060678,"{'type': 'Feature', 'geometry': {'coordinates': [2.32544493692875, 48.88862991248173], 'type': 'Point'}, 'properties': {}}","{'lon': 2.32544493692875, 'lat': 48.88862991248173}",2024-05
85433,Objets abandonnés,Cartons ou sacs de déchets ménagers,"59 Rue de la Réunion, 75020 PARIS",75020,Paris 20,20,REUNION - PERE LACHAISE,2024-04-29,2024,4,Android,DPE-STPP-DT,G2024D085433,"{'type': 'Feature', 'geometry': {'coordinates': [2.4011456966409184, 48.855396269703014], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4011456966409184, 'lat': 48.855396269703014}",2024-04
9946,Propreté,"Propreté du sol : Déchets et/ou salissures en pied d'arbre, dans une jardinière ou un espace végétalisé","26 Rue Pierre Fontaine, 75009 PARIS",75009,Paris 09,9,BLANCHE - TRINITE,2024-05-04,2024,5,Android,DPE-STPP-DT,G2024E009946,"{'type': 'Feature', 'geometry': {'coordinates': [2.3338158131920936, 48.882205962130044], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3338158131920936, 'lat': 48.882205962130044}",2024-05
50920,"Graffitis, tags, affiches et autocollants","Graffitis et autocollants sur mur, façade sur rue, pont et descente d'eau pluviale","19 Avenue Trudaine, 75009 PARIS",75009,Paris 09,9,ANVERS - MONTHOLON,2024-03-15,2024,3,Android,graffitis,G2024C050920,"{'type': 'Feature', 'geometry': {'coordinates': [2.3438830380571303, 48.88146591086347], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3438830380571303, 'lat': 48.88146591086347}",2024-03
84277,Objets abandonnés,Autres objets encombrants abandonnés,"17 Rue Eugène Varlin, 75010 PARIS",75010,Paris 10,10,GRANGE AUX BELLES - TERRAGE,2024-04-29,2024,4,Android,Ramen,G2024D084277,"{'type': 'Feature', 'geometry': {'coordinates': [2.3639578816929014, 48.87865066475938], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3639578816929014, 'lat': 48.87865066475938}",2024-04
3760,"Arbres, végétaux et animaux",Herbes éparses,"106 Boulevard Richard-Lenoir, 75011 PARIS",75011,Paris 11,11,REPUBLIQUE - SAINT-AMBROISE,2024-06-02,2024,6,IOPage DMR Paris.fr application,DPE-STPP-DT,A2024F003760,"{'type': 'Feature', 'geometry': {'coordinates': [2.371675967716886, 48.86347579865374], 'type': 'Point'}, 'properties': {}}","{'lon': 2.371675967716886, 'lat': 48.86347579865374}",2024-06
6593,"Arbres, végétaux et animaux",Herbes éparses,"15 Rue Philibert Delorme, 75017 PARIS",75017,Paris 17,17,PEREIRE - MALESHERBES,2024-06-03,2024,6,Android,DPE-STPP-DT,G2024F006593,"{'type': 'Feature', 'geometry': {'coordinates': [2.3022344109475714, 48.888446806606126], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3022344109475714, 'lat': 48.888446806606126}",2024-06
3699,Propreté,Propreté des équipements de collecte des déchets : Poubelle de rue sale ou débordante,"9 boulevard de Picpus, 75012 PARIS",75012,Paris 12,12,BEL - AIR SUD,2024-05-02,2024,5,Android,DPE-STPP-DT,G2024E003699,"{'type': 'Feature', 'geometry': {'coordinates': [2.4003369814252697, 48.84082412592537], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4003369814252697, 'lat': 48.84082412592537}",2024-05
16565,Propreté,Déchets et/ou salissures divers,"32 Rue Alphonse Bertillon, 75015 PARIS",75015,Paris 15,15,ALLERAY - PROCESSION,2024-05-06,2024,5,Android,DPE-STPP-DT,G2024E016565,"{'type': 'Feature', 'geometry': {'coordinates': [2.3101434709883306, 48.83397674444048], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3101434709883306, 'lat': 48.83397674444048}",2024-05
78206,"Graffitis, tags, affiches et autocollants","Graffitis et autocollants sur mur, façade sur rue, pont et descente d'eau pluviale","14 Passage Briare, 75009 PARIS",75009,Paris 09,9,PIGALLE - MARTYRS,2024-06-24,2024,6,IOPage DMR Paris.fr application,graffitis,A2024F078206,"{'type': 'Feature', 'geometry': {'coordinates': [2.3432168959216706, 48.87717819127786], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3432168959216706, 'lat': 48.87717819127786}",2024-06
12088,Propreté,Déchets et/ou salissures divers,"65B Rue Galande, 75005 PARIS",75005,Paris 05,5,SORBONNE,2024-05-04,2024,5,IOPage DMR Paris.fr application,DPE-STPP-DT,A2024E012088,"{'type': 'Feature', 'geometry': {'coordinates': [2.3466792110715744, 48.851787565994556], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3466792110715744, 'lat': 48.851787565994556}",2024-05
83618,"Graffitis, tags, affiches et autocollants","[réservé agents DPE-STPP] Affiches sur mur, façade sur rue, pont (surface supérieure à 1 m²)","293 avenue Daumesnil, 75012 PARIS",75012,Paris 12,12,BEL - AIR SUD,2024-06-26,2024,6,Android,DPE-STPP-Fonctionnelle,G2024F083618,"{'type': 'Feature', 'geometry': {'coordinates': [2.409638643322019, 48.835224150914534], 'type': 'Point'}, 'properties': {}}","{'lon': 2.409638643322019, 'lat': 48.835224150914534}",2024-06
47061,Eau,Autres problèmes d'eau : Appareil hydraulique au sol avec écoulement d'eau permanent,"1 Rue Jouye-Rouve, 75020 PARIS",75020,Paris 20,20,BELLEVILLE,2024-05-18,2024,5,IOPage DMR Paris.fr application,DPE-STPP-DT,A2024E047061,"{'type': 'Feature', 'geometry': {'coordinates': [2.3828036790334592, 48.87320327696492], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3828036790334592, 'lat': 48.87320327696492}",2024-05
64929,"Graffitis, tags, affiches et autocollants","[réservé agents DPE-STPP] Affiches agrafées, scotchée ou attachées","9 Avenue de la Porte d'Aubervilliers, 75018 PARIS",75018,Paris 18,18,CHARLES HERMITE - EVANGILE,2024-02-22,2024,2,Android,DPE-STPP-DT,G2024B064929,"{'type': 'Feature', 'geometry': {'coordinates': [2.370194911898794, 48.89999008041132], 'type': 'Point'}, 'properties': {}}","{'lon': 2.370194911898794, 'lat': 48.89999008041132}",2024-02
46667,Objets abandonnés,"[] Cadenas, chaîne, caddie, cadre de vélo - enlèvement demandé","8 Rue Maxime Lisbonne, 75018 PARIS",75018,Paris 18,18,GOUTTE D'OR - CHATEAU ROUGE,2024-04-16,2024,4,Android,DPE-STPP-Fonctionnelle,G2024D046667,"{'type': 'Feature', 'geometry': {'coordinates': [2.3545887469988487, 48.889003752535544], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3545887469988487, 'lat': 48.889003752535544}",2024-04
81740,"Autos, motos, vélos, trottinettes...",[] Automobile ou autre véhicule motorisé en stationnement gênant U2,"13 Rue Gustave le Bon, 75014 PARIS",75014,Paris 14,14,JEAN MOULIN - PORTE D'ORLEANS,2024-04-28,2024,4,Android,DPMP-Divisions,G2024D081740,"{'type': 'Feature', 'geometry': {'coordinates': [2.320954084527188, 48.82325744519276], 'type': 'Point'}, 'properties': {}}","{'lon': 2.320954084527188, 'lat': 48.82325744519276}",2024-04
23929,"Graffitis, tags, affiches et autocollants",Inscriptions haineuses,"38bis Quai de la Marne, 75019 PARIS",75019,Paris 19,19,MANIN - JAURES,2024-05-09,2024,5,Android,DPE-STPP-Fonctionnelle,G2024E023929,"{'type': 'Feature', 'geometry': {'coordinates': [2.384271383564964, 48.890666961115244], 'type': 'Point'}, 'properties': {}}","{'lon': 2.384271383564964, 'lat': 48.890666961115244}",2024-05
91280,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Autre mobilier urbain tagué ou affiché","146 Boulevard de l'Hôpital, 75013 PARIS",75013,Paris 13,13,SALPETRIERE - AUSTERLITZ,2024-03-26,2024,3,Android,graffitis,G2024C091280,"{'type': 'Feature', 'geometry': {'coordinates': [2.35578870769297, 48.83253860402559], 'type': 'Point'}, 'properties': {}}","{'lon': 2.35578870769297, 'lat': 48.83253860402559}",2024-03
29569,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Autre mobilier urbain tagué ou affiché","16 Rue Simart, 75018 PARIS",75018,Paris 18,18,CLIGNANCOURT - JULES JOFFRIN,2024-01-12,2024,1,Android,graffitis,G2024A029569,"{'type': 'Feature', 'geometry': {'coordinates': [2.348152398470586, 48.890922545888095], 'type': 'Point'}, 'properties': {}}","{'lon': 2.348152398470586, 'lat': 48.890922545888095}",2024-01
83678,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Autre mobilier urbain tagué ou affiché","98 Boulevard Voltaire, 75011 PARIS",75011,Paris 11,11,REPUBLIQUE - SAINT-AMBROISE,2024-05-30,2024,5,Android,graffitis,G2024E083678,"{'type': 'Feature', 'geometry': {'coordinates': [2.37609958613923, 48.859867095413605], 'type': 'Point'}, 'properties': {}}","{'lon': 2.37609958613923, 'lat': 48.859867095413605}",2024-05
79863,"Graffitis, tags, affiches et autocollants","Graffitis et autocollants sur mur, façade sur rue, pont et descente d'eau pluviale","127 Rue du Faubourg du Temple, 75010 PARIS",75010,Paris 10,10,FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,2024-03-22,2024,3,IOPage DMR Paris.fr application,graffitis,A2024C079863,"{'type': 'Feature', 'geometry': {'coordinates': [2.3752241137805146, 48.87182998591017], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3752241137805146, 'lat': 48.87182998591017}",2024-03
