numero,type,soustype,adresse,code_postal,ville,arrondissement,conseilquartier,datedecl,anneedecl,moisdecl,prefixe,intervenant,id_dmr,geo_shape,geo_point_2d,mois_annee_decla
25115,"Arbres, végétaux et animaux",Pied d'arbre : Végétation débordante en pied d'arbre,"20 Rue Gustave Charpentier, 75017 PARIS",75017,Paris 17,17,TERNES - MAILLOT,2024-07-08,2024,7,Android,DPE-STPP-DT,G2024G025115,"{'type': 'Feature', 'geometry': {'coordinates': [2.2807090280296136, 48.880134581965216], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2807090280296136, 'lat': 48.880134581965216}",2024-07
62715,"Autos, motos, vélos, trottinettes...",Épave d'automobile ou d'un autre véhicule motorisé,"37 Rue des Orteaux, 75020 PARIS",75020,Paris 20,20,REUNION - PERE LACHAISE,2023-09-24,2023,9,IOPage DMR Paris.fr application,DPMP-UEV,A2023I062715,"{'type': 'Feature', 'geometry': {'coordinates': [2.4016044138915014, 48.856658934881395], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4016044138915014, 'lat': 48.856658934881395}",2023-09
904,"Graffitis, tags, affiches et autocollants","Graffitis et autocollants sur mur, façade sur rue, pont et descente d'eau pluviale","18 Rue Lamartine, 75009 PARIS",75009,Paris 09,9,PIGALLE - MARTYRS,2023-09-01,2023,9,Android,graffitis,G2023I000904,"{'type': 'Feature', 'geometry': {'coordinates': [2.3427565091921863, 48.87662887480789], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3427565091921863, 'lat': 48.87662887480789}",2023-09
1815,Objets abandonnés,Gravats ou déchets de chantier,"24 Rue de la Véga, 75012 PARIS",75012,Paris 12,12,BEL - AIR SUD,2023-09-01,2023,9,IOPage DMR Paris.fr application,Ramen,A2023I001815,"{'type': 'Feature', 'geometry': {'coordinates': [2.405424117780767, 48.83836746133066], 'type': 'Point'}, 'properties': {}}","{'lon': 2.405424117780767, 'lat': 48.83836746133066}",2023-09
21950,"Graffitis, tags, affiches et autocollants","Graffitis et autocollants sur mur, façade sur rue, pont et descente d'eau pluviale","149 boulevard de Magenta, 75010 PARIS",75010,Paris 10,10,SAINT - VINCENT DE PAUL - LARIBOISIERE,2023-09-08,2023,9,Android,graffitis,G2023I021950,"{'type': 'Feature', 'geometry': {'coordinates': [2.350110054075785, 48.88263320805334], 'type': 'Point'}, 'properties': {}}","{'lon': 2.350110054075785, 'lat': 48.88263320805334}",2023-09
63172,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Autre mobilier urbain","118 Boulevard de Magenta, 75010 PARIS",75010,Paris 10,10,SAINT - VINCENT DE PAUL - LARIBOISIERE,2023-09-24,2023,9,IOPage DMR Paris.fr application,graffitis,A2023I063172,"{'type': 'Feature', 'geometry': {'coordinates': [2.3537402149830555, 48.87926101625036], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3537402149830555, 'lat': 48.87926101625036}",2023-09
62391,Objets abandonnés,Autres objets encombrants abandonnés,"13 Rue des Couronnes, 75020 PARIS",75020,Paris 20,20,BELLEVILLE,2023-09-24,2023,9,IOPage DMR Paris.fr application,Ramen,A2023I062391,"{'type': 'Feature', 'geometry': {'coordinates': [2.3819320195760336, 48.86951446410771], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3819320195760336, 'lat': 48.86951446410771}",2023-09
63139,"Graffitis, tags, affiches et autocollants","Graffitis et autocollants sur mur, façade sur rue, pont et descente d'eau pluviale","25 Rue de Dunkerque, 75010 PARIS",75010,Paris 10,10,SAINT - VINCENT DE PAUL - LARIBOISIERE,2023-09-24,2023,9,IOPage DMR Paris.fr application,graffitis,A2023I063139,"{'type': 'Feature', 'geometry': {'coordinates': [2.3540406233773736, 48.87990569972405], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3540406233773736, 'lat': 48.87990569972405}",2023-09
8609,Propreté,Déchets et/ou salissures divers,"81 Rue Petit, 75019 PARIS",75019,Paris 19,19,MANIN - JAURES,2023-09-04,2023,9,Android,DPE-STPP-DT,G2023I008609,"{'type': 'Feature', 'geometry': {'coordinates': [2.3908498285083915, 48.88616180304625], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3908498285083915, 'lat': 48.88616180304625}",2023-09
63356,Propreté,Déchets et/ou salissures divers,"55 Rue Mademoiselle, 75015 PARIS",75015,Paris 15,15,SAINT - LAMBERT,2023-09-24,2023,9,IOPage DMR Paris.fr application,DPE-STPP-DT,A2023I063356,"{'type': 'Feature', 'geometry': {'coordinates': [2.298767805303871, 48.843784331524695], 'type': 'Point'}, 'properties': {}}","{'lon': 2.298767805303871, 'lat': 48.843784331524695}",2023-09
63376,"Graffitis, tags, affiches et autocollants","Graffitis et autocollants sur mur, façade sur rue, pont et descente d'eau pluviale","21 rue Francoeur, 75018 PARIS",75018,Paris 18,18,CLIGNANCOURT - JULES JOFFRIN,2023-09-24,2023,9,Page DMR Paris.fr,graffitis,S2023I063376,"{'type': 'Feature', 'geometry': {'coordinates': [2.3409154413755395, 48.89049529942485], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3409154413755395, 'lat': 48.89049529942485}",2023-09
14893,Propreté,Déchets et/ou salissures divers,"20 Rue Yeo Thomas, 75013 PARIS",75013,Paris 13,13,COEUR DU 13E,2024-08-07,2024,8,Android,DPE-STPP-DT,G2024H014893,"{'type': 'Feature', 'geometry': {'coordinates': [2.361680507722567, 48.83133697423973], 'type': 'Point'}, 'properties': {}}","{'lon': 2.361680507722567, 'lat': 48.83133697423973}",2024-08
15006,Propreté,Déchets et/ou salissures divers,"49d Rue Nationale, 75013 PARIS",75013,Paris 13,13,OLYMPIADES - CHOISY,2024-08-07,2024,8,Android,DPE-STPP-DT,G2024H015006,"{'type': 'Feature', 'geometry': {'coordinates': [2.3675773148934924, 48.824851989093986], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3675773148934924, 'lat': 48.824851989093986}",2024-08
62872,Propreté,Déchets et/ou salissures divers,"2 Rue Saint-Blaise, 75020 PARIS",75020,Paris 20,20,SAINT BLAISE,2023-09-24,2023,9,IOPage DMR Paris.fr application,DPE-STPP-DT,A2023I062872,"{'type': 'Feature', 'geometry': {'coordinates': [2.4043941494348604, 48.8600387562176], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4043941494348604, 'lat': 48.8600387562176}",2023-09
44956,"Graffitis, tags, affiches et autocollants","Graffitis et autocollants sur mur, façade sur rue, pont et descente d'eau pluviale","173 Avenue Gambetta, 75020 PARIS",75020,Paris 20,20,TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,2024-05-17,2024,5,Android,graffitis,G2024E044956,"{'type': 'Feature', 'geometry': {'coordinates': [2.4036900990573233, 48.87109374880179], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4036900990573233, 'lat': 48.87109374880179}",2024-05
63027,"Autos, motos, vélos, trottinettes...",[] Épave de vélo - LIME - intervention demandée,"93 Rue Saint-Dominique, 75007 PARIS",75007,Paris 07,7,GROS CAILLOU,2023-09-24,2023,9,Android,LIME,G2023I063027,"{'type': 'Feature', 'geometry': {'coordinates': [2.307255029126413, 48.859592437019025], 'type': 'Point'}, 'properties': {}}","{'lon': 2.307255029126413, 'lat': 48.859592437019025}",2023-09
62787,Objets abandonnés,Autres objets encombrants abandonnés,"42 Rue de la Villette, 75019 PARIS",75019,Paris 19,19,PLATEAU,2023-09-24,2023,9,Android,Ramen,G2023I062787,"{'type': 'Feature', 'geometry': {'coordinates': [2.3881013396427773, 48.87654876574556], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3881013396427773, 'lat': 48.87654876574556}",2023-09
21768,Propreté,Déchets et/ou salissures divers,"21 Rue du Texel, 75014 PARIS",75014,Paris 14,14,PERNETY,2024-02-07,2024,2,IOPage DMR Paris.fr application,DPE-STPP-DT,A2024B021768,"{'type': 'Feature', 'geometry': {'coordinates': [2.320482731004301, 48.83626174791745], 'type': 'Point'}, 'properties': {}}","{'lon': 2.320482731004301, 'lat': 48.83626174791745}",2024-02
61553,Objets abandonnés,Autres objets encombrants abandonnés,"12 villa Compoint, 75017 PARIS",75017,Paris 17,17,LA FOURCHE - GUY MOQUET,2023-09-24,2023,9,Page DMR Paris.fr,Ramen,S2023I061553,"{'type': 'Feature', 'geometry': {'coordinates': [2.324297190148156, 48.891841887551536], 'type': 'Point'}, 'properties': {}}","{'lon': 2.324297190148156, 'lat': 48.891841887551536}",2023-09
63165,"Graffitis, tags, affiches et autocollants","Affiches, autocollants ou graffitis sur mobilier : Autre mobilier urbain","120 Boulevard de Magenta, 75010 PARIS",75010,Paris 10,10,SAINT - VINCENT DE PAUL - LARIBOISIERE,2023-09-24,2023,9,IOPage DMR Paris.fr application,graffitis,A2023I063165,"{'type': 'Feature', 'geometry': {'coordinates': [2.353797197282033, 48.879413604221725], 'type': 'Point'}, 'properties': {}}","{'lon': 2.353797197282033, 'lat': 48.879413604221725}",2023-09
15005,"Graffitis, tags, affiches et autocollants",Boîte aux lettres (La Poste),"38bis Avenue de la Grande Armée, 75017 PARIS",75017,Paris 16,16,CHAILLOT,2023-12-07,2023,12,Android,La Poste,G2023L015005,"{'type': 'Feature', 'geometry': {'coordinates': [2.2892971032528076, 48.87557983282753], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2892971032528076, 'lat': 48.87557983282753}",2023-12
9214,Propreté,Épanchement d'urine,"4 Rue du Rhin, 75019 PARIS",75019,Paris 19,19,MANIN - JAURES,2023-09-04,2023,9,Android,DPE-STPP-DT,G2023I009214,"{'type': 'Feature', 'geometry': {'coordinates': [2.3811213976176564, 48.88501739397942], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3811213976176564, 'lat': 48.88501739397942}",2023-09
20327,Objets abandonnés,Autres objets encombrants abandonnés,"97 Rue de Tocqueville, 75017 PARIS",75017,Paris 17,17,PEREIRE - MALESHERBES,2024-02-07,2024,2,Android,Ramen,G2024B020327,"{'type': 'Feature', 'geometry': {'coordinates': [2.306439877006226, 48.88813400195085], 'type': 'Point'}, 'properties': {}}","{'lon': 2.306439877006226, 'lat': 48.88813400195085}",2024-02
61750,Éclairage / Électricité,Lampadaire en mauvais état,"28 cité Industrielle, 75011 PARIS",75011,Paris 11,11,LEON BLUM - FOLIE-REGNAULT,2023-09-24,2023,9,Page DMR Paris.fr,CIELIS,S2023I061750,"{'type': 'Feature', 'geometry': {'coordinates': [2.3801727301527795, 48.8596076951852], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3801727301527795, 'lat': 48.8596076951852}",2023-09
63232,"Graffitis, tags, affiches et autocollants","Graffitis et autocollants sur mur, façade sur rue, pont et descente d'eau pluviale","85 Boulevard de Magenta, 75010 PARIS",75010,Paris 10,10,PORTE SAINT-DENIS - PARADIS,2023-09-24,2023,9,IOPage DMR Paris.fr application,graffitis,A2023I063232,"{'type': 'Feature', 'geometry': {'coordinates': [2.355576992347348, 48.87643814000877], 'type': 'Point'}, 'properties': {}}","{'lon': 2.355576992347348, 'lat': 48.87643814000877}",2023-09
61462,Objets abandonnés,Autres objets encombrants abandonnés,"49 Avenue de la Grande Armée, 75116 PARIS",75116,Paris 16,16,CHAILLOT,2023-09-24,2023,9,Android,Ramen,G2023I061462,"{'type': 'Feature', 'geometry': {'coordinates': [2.288534402640128, 48.87570953260683], 'type': 'Point'}, 'properties': {}}","{'lon': 2.288534402640128, 'lat': 48.87570953260683}",2023-09
11516,Objets abandonnés,Gravats ou déchets de chantier,"141 Rue Vercingétorix, 75014 PARIS",75014,Paris 14,14,PERNETY,2024-08-06,2024,8,Android,Ramen,G2024H011516,"{'type': 'Feature', 'geometry': {'coordinates': [2.312186002869634, 48.83309173505129], 'type': 'Point'}, 'properties': {}}","{'lon': 2.312186002869634, 'lat': 48.83309173505129}",2024-08
62396,"Graffitis, tags, affiches et autocollants",Boîte aux lettres (La Poste),"370 rue de Vaugirard, 75015 PARIS",75015,Paris 15,15,VAUGIRARD - PARC DES EXPOSITIONS,2023-09-24,2023,9,Page DMR Paris.fr,La Poste,S2023I062396,"{'type': 'Feature', 'geometry': {'coordinates': [2.29024863189557, 48.83408355657895], 'type': 'Point'}, 'properties': {}}","{'lon': 2.29024863189557, 'lat': 48.83408355657895}",2023-09
65707,Objets abandonnés,Objets infestés de punaises de lit,"47 Avenue de Clichy, 75017 PARIS",75017,Paris 17,17,BATIGNOLLES - CARDINET,2023-08-31,2023,8,IOPage DMR Paris.fr application,Ramen,A2023H065707,"{'type': 'Feature', 'geometry': {'coordinates': [2.325710773925236, 48.8870773310262], 'type': 'Point'}, 'properties': {}}","{'lon': 2.325710773925236, 'lat': 48.8870773310262}",2023-08
62236,"Graffitis, tags, affiches et autocollants",Graffitis sur rideau métallique,"195 Rue du Faubourg Saint-Denis, 75010 PARIS",75010,Paris 10,10,SAINT - VINCENT DE PAUL - LARIBOISIERE,2023-09-24,2023,9,IOPage DMR Paris.fr application,DPE-STPP-DT,A2023I062236,"{'type': 'Feature', 'geometry': {'coordinates': [2.358535528005661, 48.882415770131196], 'type': 'Point'}, 'properties': {}}","{'lon': 2.358535528005661, 'lat': 48.882415770131196}",2023-09
62218,Propreté,Propreté des équipements de collecte des déchets : Colonne à verre sale ou débordante,"59 Avenue Gambetta, 75020 PARIS",75020,Paris 20,20,GAMBETTA,2023-09-24,2023,9,IOPage DMR Paris.fr application,DERICHEBOURG,A2023I062218,"{'type': 'Feature', 'geometry': {'coordinates': [2.3959000111668907, 48.86500930709499], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3959000111668907, 'lat': 48.86500930709499}",2023-09
36619,Propreté,Déchets et/ou salissures divers,"109 Boulevard de l'Hôpital, 75013 PARIS",75013,Paris 13,13,SALPETRIERE - AUSTERLITZ,2024-04-13,2024,4,Android,DPE-STPP-DT,G2024D036619,"{'type': 'Feature', 'geometry': {'coordinates': [2.3596448896565887, 48.83651733286994], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3596448896565887, 'lat': 48.83651733286994}",2024-04
61580,Objets abandonnés,Autres objets encombrants abandonnés,"13 Rue Gossec, 75012 PARIS",75012,Paris 12,12,BEL - AIR SUD,2023-09-24,2023,9,Android,Ramen,G2023I061580,"{'type': 'Feature', 'geometry': {'coordinates': [2.4007136817468675, 48.838741301714585], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4007136817468675, 'lat': 48.838741301714585}",2023-09
62072,"Autos, motos, vélos, trottinettes...",Automobile ou autre véhicule motorisé en stationnement gênant,"41 Rue d'Artois, 75008 PARIS",75008,Paris 08,8,SAINT - PHILIPPE DU ROULE,2023-09-24,2023,9,Android,DPMP-SCOP,G2023I062072,"{'type': 'Feature', 'geometry': {'coordinates': [2.3055946829113974, 48.87421798643584], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3055946829113974, 'lat': 48.87421798643584}",2023-09
63012,Mobiliers urbains,"Collecte des déchets : Conteneur pour la collecte des textiles dégradé, sale ou débordant","27 Boulevard Victor, 75015 PARIS",75015,Paris 15,15,VAUGIRARD - PARC DES EXPOSITIONS,2023-09-24,2023,9,Android,textiles,G2023I063012,"{'type': 'Feature', 'geometry': {'coordinates': [2.2841279511804804, 48.83457183763476], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2841279511804804, 'lat': 48.83457183763476}",2023-09
62225,Objets abandonnés,[] Sacs de déchets ménagers rubalisés,"141 Rue des Pyrénées, 75020 PARIS",75020,Paris 20,20,SAINT BLAISE,2023-09-24,2023,9,Android,DPE-STPP-DT,G2023I062225,"{'type': 'Feature', 'geometry': {'coordinates': [2.40273833254358, 48.858673094399784], 'type': 'Point'}, 'properties': {}}","{'lon': 2.40273833254358, 'lat': 48.858673094399784}",2023-09
16157,"Autos, motos, vélos, trottinettes...",[] Deux-roues motorisé en stationnement gênant U2,"10 Rue Robert Esnault-Pelterie, 75007 PARIS",75007,Paris 07,7,INVALIDES,2023-12-07,2023,12,IOPage DMR Paris.fr application,DPMP-Divisions,A2023L016157,"{'type': 'Feature', 'geometry': {'coordinates': [2.3150913710769094, 48.8617820733991], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3150913710769094, 'lat': 48.8617820733991}",2023-12
60250,Objets abandonnés,Autres objets encombrants abandonnés,"168 Rue de Bagnolet, 75020 PARIS",75020,Paris 20,20,SAINT BLAISE,2023-09-23,2023,9,IOPage DMR Paris.fr application,Ramen,A2023I060250,"{'type': 'Feature', 'geometry': {'coordinates': [2.407725811131092, 48.863571165703526], 'type': 'Point'}, 'properties': {}}","{'lon': 2.407725811131092, 'lat': 48.863571165703526}",2023-09
61725,"Autos, motos, vélos, trottinettes...",[] Épave de vélo - TIER - intervention demandée,"25 Rue de Dunkerque, 75010 PARIS",75010,Paris 10,10,SAINT - VINCENT DE PAUL - LARIBOISIERE,2023-09-24,2023,9,Android,TIER,G2023I061725,"{'type': 'Feature', 'geometry': {'coordinates': [2.3536705968706597, 48.880031584924076], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3536705968706597, 'lat': 48.880031584924076}",2023-09
15060,"Arbres, végétaux et animaux",Herbes éparses,"5 Rue de Bellefond, 75010 PARIS",75010,Paris 09,9,ANVERS - MONTHOLON,2023-12-07,2023,12,Android,DPE-STPP-DT,G2023L015060,"{'type': 'Feature', 'geometry': {'coordinates': [2.348603249174057, 48.87745284961744], 'type': 'Point'}, 'properties': {}}","{'lon': 2.348603249174057, 'lat': 48.87745284961744}",2023-12
16232,Objets abandonnés,Autres objets encombrants abandonnés,"19 Rue Monte-Cristo, 75020 PARIS",75020,Paris 20,20,REUNION - PERE LACHAISE,2024-08-07,2024,8,Android,Ramen,G2024H016232,"{'type': 'Feature', 'geometry': {'coordinates': [2.398316859813234, 48.85547256408987], 'type': 'Point'}, 'properties': {}}","{'lon': 2.398316859813234, 'lat': 48.85547256408987}",2024-08
8716,Objets abandonnés,Autres objets encombrants abandonnés,"52 Rue de Prony, 75017 PARIS",75017,Paris 17,17,COURCELLES - WAGRAM,2023-09-04,2023,9,IOPage DMR Paris.fr application,Ramen,A2023I008716,"{'type': 'Feature', 'geometry': {'coordinates': [2.3038737776138274, 48.882488249722385], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3038737776138274, 'lat': 48.882488249722385}",2023-09
55683,Propreté,Déchets et/ou salissures divers,"87 avenue de Wagram, 75017 PARIS",75017,Paris 17,17,COURCELLES - WAGRAM,2024-06-18,2024,6,Android,DPE-STPP-DT,G2024F055683,"{'type': 'Feature', 'geometry': {'coordinates': [2.2999010085238076, 48.88089752130535], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2999010085238076, 'lat': 48.88089752130535}",2024-06
62763,"Graffitis, tags, affiches et autocollants","Graffitis et autocollants sur mur, façade sur rue, pont et descente d'eau pluviale","1 Place Casadesus, 75018 PARIS",75018,Paris 18,18,MONTMARTRE,2023-09-24,2023,9,IOPage DMR Paris.fr application,graffitis,A2023I062763,"{'type': 'Feature', 'geometry': {'coordinates': [2.3376007080715984, 48.88861083866901], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3376007080715984, 'lat': 48.88861083866901}",2023-09
63150,"Graffitis, tags, affiches et autocollants","Graffitis et autocollants sur mur, façade sur rue, pont et descente d'eau pluviale","2 Rue de Compiègne, 75010 PARIS",75010,Paris 10,10,SAINT - VINCENT DE PAUL - LARIBOISIERE,2023-09-24,2023,9,IOPage DMR Paris.fr application,graffitis,A2023I063150,"{'type': 'Feature', 'geometry': {'coordinates': [2.3536229131266175, 48.879653929946834], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3536229131266175, 'lat': 48.879653929946834}",2023-09
62710,"Graffitis, tags, affiches et autocollants",Graffitis sur rideau métallique,"46 Rue Monge, 75005 PARIS",75005,Paris 05,5,SAINT - VICTOR,2023-09-24,2023,9,IOPage DMR Paris.fr application,DPE-STPP-DT,A2023I062710,"{'type': 'Feature', 'geometry': {'coordinates': [2.3518724439466308, 48.84527969242804], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3518724439466308, 'lat': 48.84527969242804}",2023-09
62422,Propreté,Déchets et/ou salissures divers,"165 rue Blomet, 75015 PARIS",75015,Paris 15,15,VAUGIRARD - PARC DES EXPOSITIONS,2023-09-24,2023,9,Page DMR Paris.fr,DPE-STPP-DT,S2023I062422,"{'type': 'Feature', 'geometry': {'coordinates': [2.294232606862891, 48.837505339729205], 'type': 'Point'}, 'properties': {}}","{'lon': 2.294232606862891, 'lat': 48.837505339729205}",2023-09
62040,"Autos, motos, vélos, trottinettes...",[] Automobile ou autre véhicule motorisé en stationnement gênant U2,"285 Rue de Belleville, 75019 PARIS",75019,Paris 19,19,PORTE DES LILAS,2023-09-24,2023,9,IOPage DMR Paris.fr application,DPMP-Divisions,A2023I062040,"{'type': 'Feature', 'geometry': {'coordinates': [2.3993239402833706, 48.87556838928107], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3993239402833706, 'lat': 48.87556838928107}",2023-09
62104,"Autos, motos, vélos, trottinettes...",[] Automobile ou autre véhicule motorisé en stationnement gênant U2,"10 Rue Saint-Philippe du Roule, 75008 PARIS",75008,Paris 08,8,SAINT - PHILIPPE DU ROULE,2023-09-24,2023,9,Android,DPMP-Divisions,G2023I062104,"{'type': 'Feature', 'geometry': {'coordinates': [2.3081479070764934, 48.872753142089095], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3081479070764934, 'lat': 48.872753142089095}",2023-09
62054,Objets abandonnés,Autres objets encombrants abandonnés,"116 Rue de Lourmel, 75015 PARIS",75015,Paris 15,15,CITROEN - BOUCICAUT,2023-09-24,2023,9,Android,Ramen,G2023I062054,"{'type': 'Feature', 'geometry': {'coordinates': [2.2856817242225422, 48.8426361071125], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2856817242225422, 'lat': 48.8426361071125}",2023-09
60667,Objets abandonnés,Autres objets encombrants abandonnés,"68-70 Rue des Pyrénées, 75020 PARIS",75020,Paris 20,20,SAINT BLAISE,2024-05-22,2024,5,Android,Ramen,G2024E060667,"{'type': 'Feature', 'geometry': {'coordinates': [2.406077145974101, 48.85361480637487], 'type': 'Point'}, 'properties': {}}","{'lon': 2.406077145974101, 'lat': 48.85361480637487}",2024-05
14595,Voirie et espace public,Feux tricolores  : Feu tricolore mal orienté,"74 Avenue des Gobelins, 75013 PARIS",75013,Paris 13,13,CROULEBARBE,2023-09-06,2023,9,Android,CIELIS,G2023I014595,"{'type': 'Feature', 'geometry': {'coordinates': [2.354730845142926, 48.83235931310483], 'type': 'Point'}, 'properties': {}}","{'lon': 2.354730845142926, 'lat': 48.83235931310483}",2023-09
62689,Propreté,[] Patrouille propreté Fonctionnelle,"399bis Rue des Pyrénées, 75020 PARIS",75020,Paris 20,20,BELLEVILLE,2023-09-24,2023,9,Android,DPE-STPP-Fonctionnelle,G2023I062689,"{'type': 'Feature', 'geometry': {'coordinates': [2.385879517052758, 48.87385558988127], 'type': 'Point'}, 'properties': {}}","{'lon': 2.385879517052758, 'lat': 48.87385558988127}",2023-09
65192,Activités commerciales et professionnelles,Étalages et terrasses à usage commercial : Nuisance sonore,"41 rue de Lisbonne, 75008 PARIS",75008,Paris 08,8,MONCEAU,2023-08-30,2023,8,Page DMR Paris.fr,DPMP-Divisions,S2023H065192,"{'type': 'Feature', 'geometry': {'coordinates': [2.309460877885152, 48.87740325848189], 'type': 'Point'}, 'properties': {}}","{'lon': 2.309460877885152, 'lat': 48.87740325848189}",2023-08
63005,"Graffitis, tags, affiches et autocollants",[] Graffitis - Circonscription Fonctionnelle - traitement d'un support en briques ou en pierres,"172A Quai André Citroën, 75015 PARIS",75015,Paris 15,15,CITROEN - BOUCICAUT,2023-09-24,2023,9,Android,DPE-STPP-Fonctionnelle,G2023I063005,"{'type': 'Feature', 'geometry': {'coordinates': [2.272335767416996, 48.84202957020618], 'type': 'Point'}, 'properties': {}}","{'lon': 2.272335767416996, 'lat': 48.84202957020618}",2023-09
62529,"Autos, motos, vélos, trottinettes...",[] Automobile ou autre véhicule motorisé en stationnement gênant U2,"61 Rue François 1er, 75008 PARIS",75008,Paris 08,8,TRIANGLE D'OR,2023-09-24,2023,9,IOPage DMR Paris.fr application,DPMP-Divisions,A2023I062529,"{'type': 'Feature', 'geometry': {'coordinates': [2.3015584941895013, 48.87001800442015], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3015584941895013, 'lat': 48.87001800442015}",2023-09
52968,"Arbres, végétaux et animaux",Herbes éparses,"4 Rue de Martignac, 75007 PARIS",75007,Paris 07,7,INVALIDES,2024-03-16,2024,3,Android,DPE-STPP-DT,G2024C052968,"{'type': 'Feature', 'geometry': {'coordinates': [2.3193104270692375, 48.85897064089436], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3193104270692375, 'lat': 48.85897064089436}",2024-03
62300,Objets abandonnés,Autres objets encombrants abandonnés,"98 boulevard Kellermann, 75013 PARIS",75013,Paris 13,13,ITALIE - PEUPLIERS - RUNGIS,2023-09-24,2023,9,Android,Ramen,G2023I062300,"{'type': 'Feature', 'geometry': {'coordinates': [2.3458201889047015, 48.81985473580272], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3458201889047015, 'lat': 48.81985473580272}",2023-09
64308,Objets abandonnés,Autres objets encombrants abandonnés,"76 Rue des Couronnes, 75020 PARIS",75020,Paris 20,20,BELLEVILLE,2023-08-30,2023,8,IOPage DMR Paris.fr application,Ramen,A2023H064308,"{'type': 'Feature', 'geometry': {'coordinates': [2.3862102027924545, 48.870281218597704], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3862102027924545, 'lat': 48.870281218597704}",2023-08
62176,Voirie et espace public,Trottoirs : Revêtement manquant,"Avenue de Nogent Avenue de Nogent, 75012 PARIS",75012,Paris 12,12,BEL - AIR SUD,2023-09-24,2023,9,Android,DEVE,G2023I062176,"{'type': 'Feature', 'geometry': {'coordinates': [2.459928274571135, 48.838966368681], 'type': 'Point'}, 'properties': {}}","{'lon': 2.459928274571135, 'lat': 48.838966368681}",2023-09
62803,Objets abandonnés,Gravats ou déchets de chantier,"6 avenue Hoche, 75008 PARIS",75008,Paris 08,8,HOCHE - FRIEDLAND,2023-09-24,2023,9,Android,Ramen,G2023I062803,"{'type': 'Feature', 'geometry': {'coordinates': [2.303286791503968, 48.877490996508094], 'type': 'Point'}, 'properties': {}}","{'lon': 2.303286791503968, 'lat': 48.877490996508094}",2023-09
62698,Objets abandonnés,Autres objets encombrants abandonnés,"8 Rue de Cambrai, 75019 PARIS",75019,Paris 19,19,PONT DE FLANDRE,2023-09-24,2023,9,Android,Ramen,G2023I062698,"{'type': 'Feature', 'geometry': {'coordinates': [2.377532482038052, 48.8940353380637], 'type': 'Point'}, 'properties': {}}","{'lon': 2.377532482038052, 'lat': 48.8940353380637}",2023-09
21098,Objets abandonnés,Autres objets encombrants abandonnés,"12 Rue de Varize, 75016 PARIS",75016,Paris 16,16,AUTEUIL SUD,2024-01-08,2024,1,Android,Ramen,G2024A021098,"{'type': 'Feature', 'geometry': {'coordinates': [2.2575314051282356, 48.8418197622242], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2575314051282356, 'lat': 48.8418197622242}",2024-01
37107,Mobiliers urbains,Collecte des déchets : [] Poubelle Bagatelle à changer ou refixer,"2 Rue de la Présentation, 75011 PARIS",75011,Paris 11,11,BELLEVILLE - SAINT-MAUR,2023-08-18,2023,8,Android,DPE-STPP-Fonctionnelle,G2023H037107,"{'type': 'Feature', 'geometry': {'coordinates': [2.3776104456376266, 48.870594023826186], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3776104456376266, 'lat': 48.870594023826186}",2023-08
